Agency_name,Project,Name_of_Lo,Street_Num,Address,City,Zipcode,County,Target_Aud,FullAdd,type,loctype,address_1,CD114FP,lon,lat
HealthMPowers,NA,Rollins ES,2160,Mura Dr,Augusta,30906,Richmond,NA,"2160 Mura Dr, Augusta, GA 30906",street_address,rooftop,"2160 mura dr, augusta, ga 30906, usa",12,-82.033713,33.40063
HealthMPowers,Elem,Rollins,2160,Mura Dr,Augusta,30906,Richmond,K-5,"2160 Mura Dr, Augusta, GA 30906",street_address,rooftop,"2160 mura dr, augusta, ga 30906, usa",12,-82.033713,33.40063
DPH,NA,Augusta Parks & Recreation Department,2027,Lumpkin Road,Augusta,30916,Richmond,NA,"2027 Lumpkin Road, Augusta, GA 30916",street_address,rooftop,"2027 lumpkin rd, augusta, ga 30906, usa",12,-82.02019,33.4193179
DPH,Worksite & Harvest of the Month,Augusta Parks & Recreation Department,2027,Lumpkin Road,Augusta,30916,Richmond,18+ SNAP-eligible,"2027 Lumpkin Road, Augusta, GA 30916",street_address,rooftop,"2027 lumpkin rd, augusta, ga 30906, usa",12,-82.02019,33.4193179
HealthMPowers,Elem,Intermediate Literacy and Math Center,1215,Northwood Dr.,Augusta,30909,Richmond,5-Apr,"1215 Northwood Dr., Augusta, GA 30909",premise,rooftop,"1215 northwood rd, augusta, ga 30909, usa",12,-82.0160081,33.5165934
HealthMPowers,NA,Monte Sano ES,2164,Richmond Ave,Augusta,30904,Richmond,NA,"2164 Richmond Ave, Augusta, GA 30904",premise,rooftop,"2164 richmond ave, augusta, ga 30904, usa",12,-82.0158046,33.4680311
HealthMPowers,Elem,Monte Sano,2164,Richmond Ave,Augusta,30904,Richmond,K-5,"2164 Richmond Ave, Augusta, GA 30904",premise,rooftop,"2164 richmond ave, augusta, ga 30904, usa",12,-82.0158046,33.4680311
HealthMPowers,Elem,Hains,1820,Windsor Spring Rd,Augusta,30906,Richmond,K-5,"1820 Windsor Spring Rd, Augusta, GA 30906",street_address,rooftop,"1820 windsor spring rd, augusta, ga 30906, usa",12,-82.013975,33.412087
HealthMPowers,NA,Hains ES,1820,Windsor Spring Rd,Augusta,30906,Richmond,NA,"1820 Windsor Spring Rd, Augusta, GA 30906",street_address,rooftop,"1820 windsor spring rd, augusta, ga 30906, usa",12,-82.013975,33.412087
HealthMPowers,NA,Garrett,1100,Eisenhower Drive,Augusta,30904,Richmond,NA,"1100 Eisenhower Drive, Augusta, GA 30904",street_address,rooftop,"1100 eisenhower dr, augusta, ga 30904, usa",12,-82.01194,33.509523
HealthMPowers,Elem,Garrett,1100,Eisenhower Dr,Augusta,30904,Richmond,K-5,"1100 Eisenhower Dr, Augusta, GA 30904",street_address,rooftop,"1100 eisenhower dr, augusta, ga 30904, usa",12,-82.01194,33.509523
HealthMPowers,NA,Lamar-Milledge ES,510,Eve St,Augusta,30904,Richmond,NA,"510 Eve St, Augusta, GA 30904",premise,rooftop,"510 eve st, augusta, ga 30904, usa",12,-81.9966679,33.4816247
HealthMPowers,Elem,Lamar Milledge,510,Eve St,Augusta,30904,Richmond,K-5,"510 Eve St, Augusta, GA 30904",premise,rooftop,"510 eve st, augusta, ga 30904, usa",12,-81.9966679,33.4816247
DPH,Community Garden & Pick It Try It,Icebox Urban Farm,1736,Fenwick Street,Augusta,30904,Richmond,"Familes and 18+; SNAP- eligible; target of 1,600 individuals reached at this site","1736 Fenwick Street, Augusta, GA 30904",premise,rooftop,"1736 fenwick st, augusta, ga 30904, usa",12,-81.9955207,33.4779397
DPH,NA,Icebox Urban Farm,1736,Fenwick Street,Augusta,30904,Richmond,NA,"1736 Fenwick Street, Augusta, GA 30904",premise,rooftop,"1736 fenwick st, augusta, ga 30904, usa",12,-81.9955207,33.4779397
DPH,Community Garden & Pick It Try It,The Blueberries for Ms. Willie Initiative (Harrisburg community),109,Eve Street,Augusta,30904,Richmond,Familes and 18+; SNAP- eligible; target of 400 individuals reached at this site,"109 Eve Street, Augusta, GA 30904",street_address,rooftop,"109 eve st, augusta, ga 30904, usa",12,-81.9951429,33.4871193
DPH,NA,The Blueberries for Ms. Willie Initiative (Harrisburg community),109,Eve Street,Augusta,30904,Richmond,NA,"109 Eve Street, Augusta, GA 30904",street_address,rooftop,"109 eve st, augusta, ga 30904, usa",12,-81.9951429,33.4871193
HealthMPowers,Elem,Waynesboro Primary,352,Southside Dr.,Waynesboro,30830,Burke,K-2,"352 Southside Dr., Waynesboro, GA 30830",establishment,rooftop,"352 southside dr, waynesboro, ga 30830, usa",12,-81.9941184,33.0811671
HealthMPowers,Elem,Blakeney ES,100,Olympic Dr,Waynesboro,30830,Burke,5-Mar,"100 Olympic Dr, Waynesboro, GA 30830",establishment,rooftop,"100 olympic dr, waynesboro, ga 30830, usa",12,-81.9917187,33.0795354
DPH,NA,"CSRA Economic Opportunity Authority, Inc.",1261,Greene Street,Augusta,30903,Richmond,NA,"1261 Greene Street, Augusta, GA 30903",premise,rooftop,"1261 greene st, augusta, ga 30901, usa",12,-81.9759932,33.4769595
DPH,Worksite & Harvest of the Month,"CSRA Economic Opportunity Authority, Inc.",1261,Greene Street,Augusta,30903,Richmond,18+SNAP-ED eligible,"1261 Greene Street, Augusta, GA 30903",premise,rooftop,"1261 greene st, augusta, ga 30901, usa",12,-81.9759932,33.4769595
DPH,Community Garden & Pick It Try It,Richmond County Health Department Teaching Gardens,950,Laney Walker Blvd,Augusta,30901,Richmond,Familes and 18+; SNAP- eligible; target of 400 individuals reached at this site,"950 Laney Walker Blvd, Augusta, GA 30901",street_address,rooftop,"950 laney walker blvd, augusta, ga 30901, usa",12,-81.9754366,33.4645413
DPH,NA,Richmond County Health Department Teaching Gardens,950,Laney Walker Blvd,Augusta,30901,Richmond,NA,"950 Laney Walker Blvd, Augusta, GA 30901",street_address,rooftop,"950 laney walker blvd, augusta, ga 30901, usa",12,-81.9754366,33.4645413
DPH,Community Garden & Pick It Try It,The Master's Table Teaching Gardens,702,Fenwick Street,Augusta,30901,Richmond,Familes and 18+; SNAP- eligible; target of 300 individuals reached at this site.,"702 Fenwick Street, Augusta, GA 30901",premise,rooftop,"702 fenwick st, augusta, ga 30901, usa",12,-81.9669446,33.4685438
DPH,NA,The Master's Table Teaching Gardens,702,Fenwick Street,Augusta,30901,Richmond,NA,"702 Fenwick Street, Augusta, GA 30901",premise,rooftop,"702 fenwick st, augusta, ga 30901, usa",12,-81.9669446,33.4685438
DPH,Community Garden & Pick It Try It,The Incubator Gardens at the Clubhouse,540,Telfair Street,Augusta,30901,Richmond,Familes and 18+; SNAP- eligible; target of 100 individuals reached at this site,"540 Telfair Street, Augusta, GA 30901",premise,rooftop,"540 telfair st, augusta, ga 30901, usa",12,-81.9623784,33.4699259
DPH,NA,The Incubator Gardens at the Clubhouse,540,Telfair Street,Augusta,30901,Richmond,NA,"540 Telfair Street, Augusta, GA 30901",premise,rooftop,"540 telfair st, augusta, ga 30901, usa",12,-81.9623784,33.4699259
HealthMPowers,NA,Craig-Houghton,1001,4th St,Augusta,30901,Richmond,NA,"1001 4th St, Augusta, GA 30901",premise,rooftop,"1001 4th st, augusta, ga 30901, usa",12,-81.9618458,33.4625533
HealthMPowers,Elem,Craig-Houghton,1001,4th St,Augusta,30901,Richmond,K-5,"1001 4th St, Augusta, GA 30901",premise,rooftop,"1001 4th st, augusta, ga 30901, usa",12,-81.9618458,33.4625533
DPH,Worksite & Harvest of the Month,Telamon Corporation,111,Oliver Lane,Glennville,30427,Tattnall,18+; SNAP- eligible,"111 Oliver Lane, Glennville, GA 30427",premise,rooftop,"111 oliver ln, glennville, ga 30427, usa",12,-81.9318118,31.9261716
DPH,NA,Telamon Corporation,111,Oliver Lane,Glennville,30427,Tattnall,NA,"111 Oliver Lane, Glennville, GA 30427",premise,rooftop,"111 oliver ln, glennville, ga 30427, usa",12,-81.9318118,31.9261716
Open Hand Atlanta,NA,Walton Oaks,602,Fairhope Street,Augusta,30901,Richmond,NA,"602 Fairhope Street, Augusta, GA 30901",street_address,rooftop,"602 fairhope st, augusta, ga 30901, usa",12,-81.9307485,33.4600461
Open Hand Atlanta,NA,Glennville Public Library,408,E Bernard Street,Glennville,30427,Tattnall,NA,"408 E Bernard Street, Glennville, GA 30427",premise,rooftop,"408 e barnard st, glennville, ga 30427, usa",12,-81.9236399,31.9350471
Open Hand Atlanta,NA,Coastal GA Area CAA Claxton Head Start,720,N. Church St.,Claxton,30417,Evans,NA,"720 N. Church St., Claxton, GA 30417",street_address,rooftop,"720 church st, claxton, ga 30417, usa",12,-81.914982,32.1740151
HealthMPowers,Child Care,Evans County,720,N. Church St.,Claxton,30417,Evans,5 yrs >,"720 N. Church St., Claxton, GA 30417",street_address,rooftop,"720 church st, claxton, ga 30417, usa",12,-81.914982,32.1740151
Open Hand Atlanta,NA,Concerted Services Senior Center,11093, U.S. Highway 280 E,Claxton,30417,Evans,NA,"11093  U.S. Highway 280 E, Claxton, GA 30417",street_address,rooftop,"11093 us-280, claxton, ga 30417, usa",12,-81.8801737,32.1625817
Open Hand Atlanta,NA,"Concerted Services Senior Center, Evans County",11093, U.S. Highway 280 E,Claxton,30417,Evans,"Adults 18+, Families","11093  U.S. Highway 280 E, Claxton, GA 30417",street_address,rooftop,"11093 us-280, claxton, ga 30417, usa",12,-81.8801737,32.1625817
Open Hand Atlanta,NA,Bulloch County Concerted Services Senior Center,515,Denmark St.,Statesboro,30458,Statesboro,NA,"515 Denmark St., Statesboro, GA 30458",premise,rooftop,"515 denmark st, statesboro, ga 30458, usa",12,-81.7990415,32.4489779
Open Hand Atlanta,Cooking Matters for Adults,Bulloch County Concerted Services Senior Center,515,Denmark St.,Statesboro,30458,Statesboro,Adults,"515 Denmark St., Statesboro, GA 30458",premise,rooftop,"515 denmark st, statesboro, ga 30458, usa",12,-81.7990415,32.4489779
HealthMPowers,Child Care,Inspiring Scholars Academy,7425,Hwy 78,Winston,30187,Douglas,5 yrs >,"7425 Hwy 78, Winston, GA 30187",premise,rooftop,"7425 us-78, winston, ga 30187, usa",13,-84.8175499,33.7291343
HealthMPowers,after school,Douglas County Club,8828,Gurly Rd,Douglasville,30134,Douglas County,18-May,"8828 Gurly Rd, Douglasville, GA 30134",street_address,range_interpolated,"8828 gurley rd, douglasville, ga 30134, usa",13,-84.7721637,33.74142
Open Hand Atlanta,NA,Cobb WIC,6770,Selman Drive,Douglasville,30314,Cobb,NA,"6770 Selman Drive, Douglasville, GA 30314",premise,rooftop,"6770 selman dr, douglasville, ga 30134, usa",13,-84.7510994,33.7432758
Open Hand Atlanta,NA,Sweetwater Mission: Food Pantry,6289,Veterans Memorial Hwy #12a,Austell,30168,Cobb,NA,"6289 Veterans Memorial Hwy #12a, Austell, GA 30168",street_address,range_interpolated,"6289 veterans memorial hwy, douglasville, ga 30134, usa",13,-84.7378289,33.7556294
Open Hand Atlanta,NA,Sweetwater Mission: Food Pantry,6289,Veterans Memorial Hwy #12a,Austell,30168,Cobb,Adults,"6289 Veterans Memorial Hwy #12a, Austell, GA 30168",street_address,range_interpolated,"6289 veterans memorial hwy, douglasville, ga 30134, usa",13,-84.7378289,33.7556294
HealthMPowers,NA,Douglas County Head Start (Ninth District),3833,Longview Drive,Douglasville,30135,Douglas,NA,"3833 Longview Drive, Douglasville, GA 30135",street_address,rooftop,"3833 longview dr, douglasville, ga 30135, usa",13,-84.7014134,33.744164
HealthMPowers,Child Care,Douglas County Head Start (Ninth District),3833,Longview Drive,Douglasville,30135,Douglas,5 yrs >,"3833 Longview Drive, Douglasville, GA 30135",street_address,rooftop,"3833 longview dr, douglasville, ga 30135, usa",13,-84.7014134,33.744164
HealthMPowers,Child Care,Inspiring Scholars Academy,2345,Pope Road,Douglasville,30135,Douglas,5 yrs >,"2345 Pope Road, Douglasville, GA 30135",premise,rooftop,"2345 pope rd, douglasville, ga 30135, usa",13,-84.6962499,33.7442655
HealthMPowers,NA,Jamie Simpson,6817,6817 Oconee Place,Fairburn,30213,Fulton,NA,"6817 6817 Oconee Place, Fairburn, GA 30213",street_address,range_interpolated,"6817 oconee pl, fairburn, ga 30213, usa",13,-84.6410167,33.573165
Open Hand Atlanta,NA,South Cobb High School,1920,Clay Rd. SW,Austell,30106,Cobb,NA,"1920 Clay Rd. SW, Austell, GA 30106",street_address,rooftop,"1920 clay rd sw, austell, ga 30106, usa",13,-84.6104675,33.833353
Open Hand Atlanta,Communities In Schools of Marietta/Cobb County,South Cobb High School,1920,Clay Rd. SW,Austell,30106,Cobb,Teens,"1920 Clay Rd. SW, Austell, GA 30106",street_address,rooftop,"1920 clay rd sw, austell, ga 30106, usa",13,-84.6104675,33.833353
HealthMPowers,Middle School,Arthur Williams Middle School,1175,S US Highway 301,Jesup,31546,Wayne,8-Jun,"1175 S US Highway 301, Jesup, GA 31546",street_address,rooftop,"1175 us-301, jesup, ga 31546, usa",1,-81.8718344,31.5853601
Open Hand Atlanta,NA,FANN Program at Walton Crossing,1820,Mulkey Road SW,Austell,30106,Cobb,NA,"1820 Mulkey Road SW, Austell, GA 30106",street_address,rooftop,"1820 mulkey rd sw, austell, ga 30106, usa",13,-84.6087323,33.8606638
HealthMPowers,after school,Grant Club,875,Six Flags Drive,Austell,30168,Fulton County,18-May,"875 Six Flags Drive, Austell, GA 30168",street_address,rooftop,"875 six flags rd, austell, ga 30168, usa",13,-84.5870185,33.7559631
HealthMPowers,Child Care,Harvest Rain Academy,51,Senoia Road,Fairburn,30213,Fulton,5 yrs >,"51 Senoia Road, Fairburn, GA 30213",premise,rooftop,"51 senoia rd, fairburn, ga 30213, usa",13,-84.5838363,33.5624038
HealthMPowers,NA,Harvest Rain Academy,51,Senoia Road,Fairburn,30213,Fulton,NA,"51 Senoia Road, Fairburn, GA 30213",premise,rooftop,"51 senoia rd, fairburn, ga 30213, usa",13,-84.5838363,33.5624038
Open Hand Atlanta,NA,Pebblebrook High School- Family Program,991,Old Alabama Road,Mableton,30126,Cobb,NA,"991 Old Alabama Road, Mableton, GA 30126",street_address,rooftop,"991 old alabama rd sw, mableton, ga 30126, usa",13,-84.5818547,33.8068817
Open Hand Atlanta,NA,Pebblebrook High School- Family Program,991,Old Alabama Road,Mableton,30126,Cobb,teens 14-18 and Adults,"991 Old Alabama Road, Mableton, GA 30126",street_address,rooftop,"991 old alabama rd sw, mableton, ga 30126, usa",13,-84.5818547,33.8068817
HealthMPowers,after school,Matthews Club,785,Fontaine Rd. SW,Mableton,30126,Cobb County,18-May,"785 Fontaine Rd. SW, Mableton, GA 30126",street_address,rooftop,"785 fontaine rd sw, mableton, ga 30126, usa",13,-84.5763507,33.821234
Open Hand Atlanta,NA,Clay Elementary School,730,Boggs Rd,Mableton,30126,Cobb,NA,"730 Boggs Rd, Mableton, GA 30126",street_address,rooftop,"730 boggs rd, mableton, ga 30126, usa",13,-84.5756065,33.8047899
Open Hand Atlanta,NA,Clay Elementary School,730,Boggs Rd,Mableton,30126,Cobb,Kids,"730 Boggs Rd, Mableton, GA 30126",street_address,rooftop,"730 boggs rd, mableton, ga 30126, usa",13,-84.5756065,33.8047899
Open Hand Atlanta,NA,Safe Harbor Children's Center,2215,Gloucester Street,Brunswick,31521,Glynn,NA,"2215 Gloucester Street, Brunswick, GA 31521",premise,rooftop,"2215 gloucester st, brunswick, ga 31520, usa",1,-81.4829195,31.1527022
HealthMPowers,NA,Campbell ES,91,Elder Street,Fairburn,30213,Fulton,NA,"91 Elder Street, Fairburn, GA 30213",street_address,rooftop,"91 elder st, fairburn, ga 30213, usa",13,-84.5747844,33.5728915
HealthMPowers,Elem,Campbell ES,91,Elder St,Fairburn,30213,Fulton,k-5,"91 Elder St, Fairburn, GA 30213",street_address,rooftop,"91 elder st, fairburn, ga 30213, usa",13,-84.5747844,33.5728915
UGA,NA,Sheltering Arms,5020,Stonewall Tell Rd,College Park,30349,Fulton,NA,"5020 Stonewall Tell Rd, College Park, GA 30349",establishment,rooftop,"5020 stonewall tell rd, college park, ga 30349, usa",13,-84.5524547,33.5998841
UGA,Food Talk and Food Talk: Better U,Sheltering Arms,5020,Stonewall Tell Rd,College Park,30349,Fulton,Adults 18+,"5020 Stonewall Tell Rd, College Park, GA 30349",establishment,rooftop,"5020 stonewall tell rd, college park, ga 30349, usa",13,-84.5524547,33.5998841
UGA,"FT, FTBU, FTFM, Outreach",Sheltering Arms - Oakley Township Center,7210,Oakley Terrace,Union City,30291,Fulton,Adults 18+,"7210 Oakley Terrace, Union City, GA 30291",street_address,rooftop,"7210 oakley terrace, union city, ga 30291, usa",13,-84.528964,33.5569909
UGA,NA,Station 7,5965,"Buffington Road, College Park, GA 30349",College Park,30349,Fulton,NA,"5965 Buffington Road, College Park, GA 30349, College Park, GA 30349",establishment,rooftop,"5750 buffington rd, college park, ga 30349, usa",13,-84.4977957,33.5979454
HealthMPowers,Child Care,Lenora Respert FDCH,855,Wagon Wheel Circle,Fayetteville,30214,Henry,5 yrs >,"855 Wagon Wheel Circle, Fayetteville, GA 30214",premise,rooftop,"855 wagon wheel cir, fayetteville, ga 30214, usa",13,-84.480012,33.5286475
HealthMPowers,NA,Oliver ES,1725,Cheryl Leigh Dr,Riverdale,30296,Clayton,NA,"1725 Cheryl Leigh Dr, Riverdale, GA 30296",street_address,rooftop,"1725 cheryl leigh dr, riverdale, ga 30296, usa",13,-84.4465017,33.5777817
HealthMPowers,Elem,Oliver,1725,Cheryl Leigh Dr,Riverdale,30296,Clayton,K-5,"1725 Cheryl Leigh Dr, Riverdale, GA 30296",street_address,rooftop,"1725 cheryl leigh dr, riverdale, ga 30296, usa",13,-84.4465017,33.5777817
HealthMPowers,NA,Lake Ridge ES,7900,Lake Ridge Cir,Riverdale,30296,Clayton,NA,"7900 Lake Ridge Cir, Riverdale, GA 30296",premise,rooftop,"7900 lake ridge cir, riverdale, ga 30296, usa",13,-84.4321961,33.539493
HealthMPowers,Elem,Lake Ridge,7900,Lake Ridge Cir,Riverdale,30296,Clayton,K-5,"7900 Lake Ridge Cir, Riverdale, GA 30296",premise,rooftop,"7900 lake ridge cir, riverdale, ga 30296, usa",13,-84.4321961,33.539493
HealthMPowers,NA,Church Street ES,7013,Chruch St,Riverdale,30274,Clayton,NA,"7013 Chruch St, Riverdale, GA 30274",street_address,rooftop,"7013 church st, riverdale, ga 30274, usa",13,-84.418077,33.563362
HealthMPowers,Elem,Church Street,7013,Church St,Riverdale,30274,Clayton,K-5,"7013 Church St, Riverdale, GA 30274",street_address,rooftop,"7013 church st, riverdale, ga 30274, usa",13,-84.418077,33.563362
HealthMPowers,Child Care,Heavenly Angels HomeDay,9145,Raven Drive,Jonesboro,30238,Clayton,5 yrs >,"9145 Raven Drive, Jonesboro, GA 30238",premise,rooftop,"9145 raven dr, jonesboro, ga 30238, usa",13,-84.4141453,33.5063345
UGA,NA,Clayton County Senior Services,6701,GA-85,Riverdale,30274,Clayton,NA,"6701 GA-85, Riverdale, GA 30274",street_address,range_interpolated,"6701 ga-85, riverdale, ga 30274, usa",13,-84.4130248,33.5719551
HealthMPowers,Child Care,Mrs. Green's Learning Academy,680,Chatham Trail,Jonesboro,30238,Clayton,5 yrs >,"680 Chatham Trail, Jonesboro, GA 30238",premise,rooftop,"680 chatham trail, jonesboro, ga 30238, usa",13,-84.413003,33.5161006
HealthMPowers,NA,Pointe South ES,8482,Thomas Rd,Riverdale,30274,Clayton,NA,"8482 Thomas Rd, Riverdale, GA 30274",street_address,rooftop,"8482 thomas rd, riverdale, ga 30274, usa",13,-84.411262,33.523462
HealthMPowers,Elem,Pointe South,8482,Thomas Rd,Riverdale,30274,Clayton,K-5,"8482 Thomas Rd, Riverdale, GA 30274",street_address,rooftop,"8482 thomas rd, riverdale, ga 30274, usa",13,-84.411262,33.523462
HealthMPowers,NA,Pointe South Middle School,8495,Thomas Rd,Jonesboro,30238,Clayton,NA,"8495 Thomas Rd, Jonesboro, GA 30238",street_address,range_interpolated,"8495 thomas rd, jonesboro, ga 30238, usa",13,-84.4089291,33.5210891
HealthMPowers,Middle School,Pointe South Middle School,8495,Thomas Rd,Jonesboro,30238,Clayton,8-Jun,"8495 Thomas Rd, Jonesboro, GA 30238",street_address,range_interpolated,"8495 thomas rd, jonesboro, ga 30238, usa",13,-84.4089291,33.5210891
HealthMPowers,Child Care,Pure Love Learning Center,6120,Hwy 85,Riverdale,30274,Clayton,5 yrs >,"6120 Hwy 85, Riverdale, GA 30274",street_address,rooftop,"6120 ga-85, riverdale, ga 30274, usa",13,-84.4089286,33.5878558
UGA,NA,Riverdale Library,420,Valley Hill Rd.,Riverdale,30274,Clayton,NA,"420 Valley Hill Rd., Riverdale, GA 30274",street_address,rooftop,"420 valley hill rd, riverdale, ga 30274, usa",13,-84.4039771,33.5701123
UGA,NA,Library-Riverdale Branch,420,Valley Hill Road SW,Riverdale,30274,Clayton,NA,"420 Valley Hill Road SW, Riverdale, GA 30274",street_address,rooftop,"420 valley hill rd, riverdale, ga 30274, usa",13,-84.4039771,33.5701123
UGA,NA,Riverdale Library,420,Valley Hill Rd.,Riverdale,30274,Clayton,NA,"420 Valley Hill Rd., Riverdale, GA 30274",street_address,rooftop,"420 valley hill rd, riverdale, ga 30274, usa",13,-84.4039771,33.5701123
